external_gene_name
ENSG00000004487	KDM1A
ENSG00000238110	AL353572.2
ENSG00000238113	LINC01410
ENSG00000238172	RPS2P35
ENSG00000238251	NSA2P7
ENSG00000239183	SNORA84
ENSG00000239908	RN7SL75P
ENSG00000241697	TMEFF1
ENSG00000242375	AL590705.3
ENSG00000243085	AL390726.1
ENSG00000243888	AL355140.1
ENSG00000250850	AL161781.2
ENSG00000251349	MSANTD3-TMEFF1
ENSG00000251745	RNU7-124P
ENSG00000251884	RNA5SP288
ENSG00000252153	MIR2278
ENSG00000252721	RNU6-798P
ENSG00000252758	RNU6-445P
ENSG00000252772	RNU6-714P
ENSG00000252942	RNA5SP290
ENSG00000254473	AL354920.1
ENSG00000254483	SUGT1P4
ENSG00000254571	AL358937.1
ENSG00000254633	AL512590.2
ENSG00000254876	SUGT1P4-STRA6LP
ENSG00000255036	STRA6LP
ENSG00000255145	STX17-AS1
ENSG00000255815	KRT8P11
ENSG00000255872	AL138752.2
ENSG00000256966	AL513165.2
ENSG00000260100	AL512604.4
ENSG00000267026	AL136084.2
ENSG00000267559	AL158154.3
ENSG00000268234	FKBP4P6
ENSG00000268364	SMC5-AS1
ENSG00000268926	AL354861.3
ENSG00000269907	PTMAP11
ENSG00000269929	MIRLET7A1HG
ENSG00000269994	AL513318.2
ENSG00000270236	AL162730.1
ENSG00000270332	SMC2-AS1
ENSG00000270995	AL137072.1
ENSG00000271155	AL161729.1
ENSG00000271314	AL161729.2
ENSG00000271384	AL161729.3
ENSG00000272904	AL390726.2
ENSG00000273036	AL390726.4
ENSG00000273381	AL158071.5
ENSG00000273900	CR848007.2
ENSG00000274115	MIR6081
ENSG00000274349	ZNF658
ENSG00000274355	FAM74A3
ENSG00000274421	AL162390.2
ENSG00000274583	FAM74A4
ENSG00000275017	AL353748.2
ENSG00000275068	AL163540.2
ENSG00000275160	AL354718.1
ENSG00000275239	FAM242F
ENSG00000275297	AL162731.1
ENSG00000275318	AL136981.2
ENSG00000275450	AL845472.1
ENSG00000275649	AL445584.2
ENSG00000275756	AL354751.3
ENSG00000276040	SPATA31A7
ENSG00000276291	FRG1HP
ENSG00000276386	CNTNAP3P2
ENSG00000276412	AL591926.3
ENSG00000276457	FKBP4P8
ENSG00000276478	AL772337.4
ENSG00000276502	AL354718.2
ENSG00000276522	RN7SL462P
ENSG00000276535	AL353726.1
ENSG00000276730	AL138834.1
ENSG00000277049	RNA5SP530
ENSG00000277213	SDR42E1P2
ENSG00000277350	AL353770.4
ENSG00000277778	PGM5P2
ENSG00000278040	AL158825.3
ENSG00000278077	AL591926.8
ENSG00000278175	GLIDR
ENSG00000278412	MIR6854
ENSG00000278763	FAM27B
ENSG00000278910	BANCR
ENSG00000279456	AL353763.1
ENSG00000279561	AL845472.2
ENSG00000280077	AL353763.2
ENSG00000281156	MIR3651
ENSG00000281649	EBLN3P
ENSG00000282886	PTMAP12
ENSG00000283162	AL390726.5
ENSG00000283329	FAM240B
ENSG00000283378	CNTNAP3C
ENSG00000283486	FAM95C
ENSG00000283886	BX664615.2
ENSG00000284116	AL772307.1
ENSG00000284179	MIR7-1
ENSG00000284459	MIR24-1
ENSG00000284612	AL591543.1
ENSG00000285130	AL358113.1
ENSG00000285269	AL160269.1
ENSG00000285483	AL590381.1
ENSG00000285556	AL354897.1
ENSG00000285634	AL583827.1
ENSG00000285650	AL157827.2
ENSG00000285706	AL807776.1
ENSG00000285807	AL353768.2
ENSG00000285907	AL161910.1
ENSG00000285987	AL157886.1
ENSG00000011454	RABGAP1
ENSG00000030304	MUSK
ENSG00000041982	TNC
ENSG00000044574	HSPA5
ENSG00000050555	LAMC3
ENSG00000054148	PHPT1
ENSG00000056558	TRAF1
ENSG00000056586	RC3H2
ENSG00000070061	ELP1
ENSG00000070159	PTPN3
ENSG00000070214	SLC44A1
ENSG00000078725	BRINP1
ENSG00000095203	EPB41L4B
ENSG00000095209	TMEM38B
ENSG00000095261	PSMD5
ENSG00000095303	PTGS1
ENSG00000095319	NUP188
ENSG00000095321	CRAT
ENSG00000095370	SH2D3C
ENSG00000095397	WHRN
ENSG00000097007	ABL1
ENSG00000106689	LHX2
ENSG00000106692	FKTN
ENSG00000106701	FSD1L
ENSG00000106771	TMEM245
ENSG00000106780	MEGF9
ENSG00000106804	C5
ENSG00000106852	LHX6
ENSG00000106853	PTGR1
ENSG00000106868	SUSD1
ENSG00000106927	AMBP
ENSG00000106948	AKNA
ENSG00000106952	TNFSF8
ENSG00000106976	DNM1
ENSG00000106991	ENG
ENSG00000106992	AK1
ENSG00000107021	TBC1D13
ENSG00000107130	NCS1
ENSG00000107147	KCNT1
ENSG00000107164	FUBP3
ENSG00000107223	EDF1
ENSG00000107263	RAPGEF1
ENSG00000107290	SETX
ENSG00000119314	PTBP3
ENSG00000119318	RAD23B
ENSG00000119321	FKBP15
ENSG00000119326	CTNNAL1
ENSG00000119328	ABITRAM
ENSG00000119333	WDR34
ENSG00000119335	SET
ENSG00000119383	PTPA
ENSG00000119392	GLE1
ENSG00000119396	RAB14
ENSG00000119397	CNTRL
ENSG00000119401	TRIM32
ENSG00000119402	FBXW2
ENSG00000119403	PHF19
ENSG00000119408	NEK6
ENSG00000119411	BSPRY
ENSG00000119414	PPP6C
ENSG00000119421	NDUFA8
ENSG00000119431	HDHD3
ENSG00000119446	RBM18
ENSG00000119457	SLC46A2
ENSG00000119471	HSDL2
ENSG00000119487	MAPKAP1
ENSG00000119522	DENND1A
ENSG00000122133	PAEP
ENSG00000122140	MRPS2
ENSG00000123453	SARDH
ENSG00000125482	TTF1
ENSG00000125484	GTF3C4
ENSG00000125485	DDX31
ENSG00000125492	BARHL1
ENSG00000126878	AIF1L
ENSG00000126882	FAM78A
ENSG00000126883	NUP214
ENSG00000127191	TRAF2
ENSG00000130558	OLFM1
ENSG00000130559	CAMSAP1
ENSG00000130560	UBAC1
ENSG00000130635	COL5A1
ENSG00000130707	ASS1
ENSG00000130711	PRDM12
ENSG00000130713	EXOSC2
ENSG00000130714	POMT1
ENSG00000130717	UCK1
ENSG00000130720	FIBCD1
ENSG00000130723	PRRC2B
ENSG00000136802	LRRC8A
ENSG00000136807	CDK9
ENSG00000136810	TXN
ENSG00000136811	ODF2
ENSG00000136813	ECPAS
ENSG00000136816	TOR1B
ENSG00000136819	C9orf78
ENSG00000136826	KLF4
ENSG00000136827	TOR1A
ENSG00000136828	RALGPS1
ENSG00000136830	NIBAN2
ENSG00000136834	OR1J1
ENSG00000136840	ST6GALNAC4
ENSG00000136848	DAB2IP
ENSG00000136854	STXBP1
ENSG00000136856	SLC2A8
ENSG00000136859	ANGPTL2
ENSG00000136861	CDK5RAP2
ENSG00000136866	ZFP37
ENSG00000136867	SLC31A2
ENSG00000136868	SLC31A1
ENSG00000136875	PRPF4
ENSG00000136877	FPGS
ENSG00000136878	USP20
ENSG00000136883	KIF12
ENSG00000136888	ATP6V1G1
ENSG00000136895	GARNL3
ENSG00000136908	DPM2
ENSG00000136918	WDR38
ENSG00000136930	PSMB7
ENSG00000136931	NR5A1
ENSG00000136933	RABEPK
ENSG00000136935	GOLGA1
ENSG00000136940	PDCL
ENSG00000136942	RPL35
ENSG00000136944	LMX1B
ENSG00000136950	ARPC5L
ENSG00000138835	RGS3
ENSG00000148143	ZNF462
ENSG00000148153	INIP
ENSG00000148154	UGCG
ENSG00000148158	SNX30
ENSG00000148175	STOM
ENSG00000148180	GSN
ENSG00000148187	MRRF
ENSG00000148200	NR6A1
ENSG00000148204	CRB2
ENSG00000148218	ALAD
ENSG00000148219	ASTN2
ENSG00000148225	WDR31
ENSG00000148229	POLE3
ENSG00000148248	SURF4
ENSG00000148290	SURF1
ENSG00000148291	SURF2
ENSG00000148296	SURF6
ENSG00000148297	MED22
ENSG00000148300	REXO4
ENSG00000148303	RPL7A
ENSG00000148308	GTF3C5
ENSG00000148331	ASB6
ENSG00000148334	PTGES2
ENSG00000148335	NTMT1
ENSG00000148337	CIZ1
ENSG00000148339	SLC25A25
ENSG00000148341	SH3GLB2
ENSG00000148343	MIGA2
ENSG00000148344	PTGES
ENSG00000148346	LCN2
ENSG00000148356	LRSAM1
ENSG00000148357	HMCN2
ENSG00000148358	GPR107
ENSG00000148384	INPP5E
ENSG00000148396	SEC16A
ENSG00000148400	NOTCH1
ENSG00000148411	NACC2
ENSG00000157653	C9orf43
ENSG00000157654	PALM2AKAP2
ENSG00000157657	ZNF618
ENSG00000157693	TMEM268
ENSG00000159069	FBXW5
ENSG00000160271	RALGDS
ENSG00000160293	VAV2
ENSG00000160323	ADAMTS13
ENSG00000160325	CACFD1
ENSG00000160326	SLC2A6
ENSG00000160345	C9orf116
ENSG00000160349	LCN1
ENSG00000160360	GPSM1
ENSG00000160401	CFAP157
ENSG00000160404	TOR2A
ENSG00000160408	ST6GALNAC6
ENSG00000160445	ZER1
ENSG00000160446	ZDHHC12
ENSG00000160447	PKN3
ENSG00000160539	PLPP7
ENSG00000160563	MED27
ENSG00000165124	SVEP1
ENSG00000165181	SHOC1
ENSG00000165185	KIAA1958
ENSG00000165209	STRBP
ENSG00000165219	GAPVD1
ENSG00000165661	QSOX2
ENSG00000165684	SNAPC4
ENSG00000165688	PMPCA
ENSG00000165689	ENTR1
ENSG00000165695	AK8
ENSG00000165698	SPACA9
ENSG00000165699	TSC1
ENSG00000165702	GFI1B
ENSG00000165716	DIPK1B
ENSG00000167081	PBX3
ENSG00000167094	TTC16
ENSG00000167103	PIP5KL1
ENSG00000167106	FAM102A
ENSG00000167110	GOLGA2
ENSG00000167112	TRUB2
ENSG00000167113	COQ4
ENSG00000167114	SLC27A4
ENSG00000167118	URM1
ENSG00000167123	CERCAM
ENSG00000167130	DOLPP1
ENSG00000167136	ENDOG
ENSG00000167157	PRRX2
ENSG00000169155	ZBTB43
ENSG00000169253	AL669983.1
ENSG00000169692	AGPAT2
ENSG00000169925	BRD3
ENSG00000170827	CELP
ENSG00000170835	CEL
ENSG00000171097	KYAT1
ENSG00000171102	OBP2B
ENSG00000171159	C9orf16
ENSG00000171169	NAIF1
ENSG00000171448	ZBTB26
ENSG00000172889	EGFL7
ENSG00000173077	DELEC1
ENSG00000173258	ZNF483
ENSG00000173611	SCAI
ENSG00000175164	ABO
ENSG00000175283	DOLK
ENSG00000175287	PHYHD1
ENSG00000175764	TTLL11
ENSG00000175854	SWI5
ENSG00000176386	CDC26
ENSG00000176868	AL358781.1
ENSG00000176919	C8G
ENSG00000177125	ZBTB34
ENSG00000177736	FXNP2
ENSG00000177943	MAMDC4
ENSG00000177984	LCN15
ENSG00000179058	C9orf50
ENSG00000179082	C9orf106
ENSG00000180264	ADGRD2
ENSG00000181634	TNFSF15
ENSG00000182752	PAPPA
ENSG00000184925	LCN12
ENSG00000185585	OLFML2A
ENSG00000185681	MORN5
ENSG00000186051	TAL2
ENSG00000186130	ZBTB6
ENSG00000186350	RXRA
ENSG00000187024	PTRH1
ENSG00000187239	FNBP1
ENSG00000187796	CARD9
ENSG00000188483	IER5L
ENSG00000188523	CFAP77
ENSG00000188710	QRFP
ENSG00000188959	C9orf152
ENSG00000196152	ZNF79
ENSG00000196205	EEF1A1P5
ENSG00000196358	NTNG2
ENSG00000196363	WDR5
ENSG00000196366	C9orf163
ENSG00000196422	PPP1R26
ENSG00000196642	RABL6
ENSG00000196739	COL27A1
ENSG00000196814	MVB12B
ENSG00000196990	FAM163B
ENSG00000197694	SPTAN1
ENSG00000197859	ADAMTSL2
ENSG00000197958	RPL12
ENSG00000198121	LPAR1
ENSG00000198870	STKLD1
ENSG00000198917	SPOUT1
ENSG00000199161	MIR126
ENSG00000199313	RNU4-82P
ENSG00000199331	AL354797.1
ENSG00000199525	RNA5SP295
ENSG00000199744	SNORD36A
ENSG00000200131	RN7SKP77
ENSG00000200261	AL158824.1
ENSG00000200554	RNU6-1020P
ENSG00000200788	AL445222.1
ENSG00000200831	SNORD36B
ENSG00000201302	SNORA65
ENSG00000201843	AL772161.2
ENSG00000202308	RNU6-996P
ENSG00000203286	AL441992.1
ENSG00000204001	LCN8
ENSG00000204054	LINC00963
ENSG00000204055	AL158151.1
ENSG00000204136	GGTA1P
ENSG00000204148	LINC00474
ENSG00000204173	LRRC37A5P
ENSG00000206611	SNORD24
ENSG00000206658	RNU6-1039P
ENSG00000206923	RNU6-432P
ENSG00000207955	AL359091.1
ENSG00000207991	MIR601
ENSG00000212447	SNORD90
ENSG00000213212	NCLP1
ENSG00000213213	CCDC183
ENSG00000213216	AC007066.1
ENSG00000213221	DNLZ
ENSG00000213539	YBX1P6
ENSG00000213590	AL807752.1
ENSG00000214593	AL354710.1
ENSG00000214654	B3GNT10
ENSG00000222351	RNY1P15
ENSG00000222356	RNU6-710P
ENSG00000222421	AL157935.1
ENSG00000223188	AL392105.1
ENSG00000223238	RNA5SP294
ENSG00000223478	AL441992.2
ENSG00000223551	TMSB4XP4
ENSG00000223795	AL669970.1
ENSG00000223918	AL513328.1
ENSG00000224020	MIR181A2HG
ENSG00000224067	AL354877.1
ENSG00000224644	AL135787.1
ENSG00000224682	SOCS5P2
ENSG00000224797	AL359092.1
ENSG00000224842	AL161908.1
ENSG00000224992	AL445645.1
ENSG00000225032	AL162586.1
ENSG00000225361	PPP1R26-AS1
ENSG00000225513	AL158824.2
ENSG00000225531	AL807761.2
ENSG00000225756	DBH-AS1
ENSG00000225951	ODF2-AS1
ENSG00000226535	AL445487.1
ENSG00000226604	PAPPA-AS2
ENSG00000226609	AL390067.1
ENSG00000226706	AL161452.1
ENSG00000226752	CUTALP
ENSG00000226783	TLK1P1
ENSG00000226825	LINC01509
ENSG00000226987	AL157938.1
ENSG00000227200	AL162724.1
ENSG00000227218	AL157935.2
ENSG00000227355	AL359644.1
ENSG00000227482	AL157702.2
ENSG00000227531	AL162414.1
ENSG00000227619	AL391056.1
ENSG00000227845	AL627223.1
ENSG00000227958	AL390778.1
ENSG00000228053	AL158823.1
ENSG00000228143	AL512649.1
ENSG00000228278	ORM2
ENSG00000228366	AL592437.1
ENSG00000228392	AL162391.1
ENSG00000228395	AL356481.1
ENSG00000228401	AL590226.1
ENSG00000228487	AL450263.1
ENSG00000228544	CCDC183-AS1
ENSG00000228623	ZNF883
ENSG00000228714	AL691420.1
ENSG00000228877	AL669970.3
ENSG00000228948	SLC25A6P5
ENSG00000229105	ASTN2-AS1
ENSG00000229115	AL390774.1
ENSG00000229314	ORM1
ENSG00000229419	RALGAPA1P1
ENSG00000229817	AL133412.1
ENSG00000230064	AL772161.3
ENSG00000230081	HSPE1P28
ENSG00000230185	C9orf147
ENSG00000230289	AL358781.2
ENSG00000230601	TEX48
ENSG00000230676	AL353803.2
ENSG00000230684	AL158207.2
ENSG00000230734	RPL10P3
ENSG00000230782	AL807761.4
ENSG00000230826	AL390774.2
ENSG00000230848	AL360268.2
ENSG00000230894	AL133284.1
ENSG00000231149	AL354979.1
ENSG00000231744	AL669818.1
ENSG00000231901	AL354754.1
ENSG00000232172	AL359092.2
ENSG00000232387	SKA2P1
ENSG00000232434	AJM1
ENSG00000232486	AL592437.2
ENSG00000232630	PRPS1P2
ENSG00000232850	AL590708.1
ENSG00000232905	AL162393.1
ENSG00000233016	SNHG7
ENSG00000233425	KRT18P67
ENSG00000233721	AL356309.2
ENSG00000233727	AL162389.1
ENSG00000233817	AL162727.1
ENSG00000233901	LINC01503
ENSG00000233909	UBE2V1P4
ENSG00000233936	AL390778.2
ENSG00000234055	AL158151.2
ENSG00000234229	LINC01505
ENSG00000234323	LINC01505
ENSG00000234692	AL355601.1
ENSG00000234705	HMGA1P4
ENSG00000234771	SLC25A25-AS1
ENSG00000234782	TPT1P9
ENSG00000235106	BRD3OS
ENSG00000235119	AL138895.1
ENSG00000235204	AL162724.2
ENSG00000235284	SNORD62A
ENSG00000235865	GSN-AS1
ENSG00000236005	AL389915.1
ENSG00000236024	PRRX2-AS1
ENSG00000236146	AL353803.3
ENSG00000236643	AL354928.1
ENSG00000236658	AL161733.1
ENSG00000236668	AC006450.3
ENSG00000236901	MIR600HG
ENSG00000236986	AL157938.2
ENSG00000237336	AL445489.1
ENSG00000237548	TTLL11-IT1
ENSG00000237886	NALT1
ENSG00000238058	AL355574.1
ENSG00000238227	TMEM250
ENSG00000238406	RNU7-171P
ENSG00000239705	AL354710.2
ENSG00000240299	RN7SL187P
ENSG00000240853	RN7SL328P
ENSG00000241084	AL161785.3
ENSG00000241246	RN7SL302P
ENSG00000242256	RN7SL57P
ENSG00000242616	GNG10
ENSG00000243738	RN7SL181P
ENSG00000243845	RN7SL30P
ENSG00000243911	RN7SL430P
ENSG00000244115	DNAJC25-GNG10
ENSG00000244187	TMEM141
ENSG00000244757	AL137024.1
ENSG00000246851	AL157938.3
ENSG00000251184	AL672142.1
ENSG00000252542	SNORD36C
ENSG00000252622	RNU6-881P
ENSG00000252985	AC006443.1
ENSG00000256040	PAPPA-AS1
ENSG00000257524	AL157935.3
ENSG00000259953	AL138756.1
ENSG00000260190	AL807752.5
ENSG00000260193	LINC02846
ENSG00000260220	CCDC187
ENSG00000260230	FRRS1L
ENSG00000260970	AC006288.1
ENSG00000261018	AC002101.1
ENSG00000261094	AC007066.2
ENSG00000261334	AL353803.4
ENSG00000261534	AL596244.1
ENSG00000262075	AC174065.1
ENSG00000263403	MIR4673
ENSG00000263979	MIR4672
ENSG00000264438	RN7SL560P
ENSG00000265806	MIR4292
ENSG00000266315	MIR4668
ENSG00000266507	MIR4479
ENSG00000267834	AL592211.1
ENSG00000268050	AL158151.3
ENSG00000269970	AL162424.1
ENSG00000270755	AL136141.1
ENSG00000271214	AL138895.2
ENSG00000271525	ARF4P1
ENSG00000271833	AL445222.2
ENSG00000272679	AL355987.2
ENSG00000272696	AL359091.3
ENSG00000272896	AL355987.3
ENSG00000273066	AL355987.4
ENSG00000273186	AL359091.4
ENSG00000273249	BX649632.1
ENSG00000273473	BX649601.1
ENSG00000273932	MIR6877
ENSG00000274263	MIR7702
ENSG00000274932	MIR7150
ENSG00000274998	SNORA17A
ENSG00000276124	MIR6855
ENSG00000276161	SNORA17B
ENSG00000277713	MIR6856
ENSG00000279141	AL590226.2
ENSG00000279571	AL162426.1
ENSG00000279609	AL158070.2
ENSG00000280474	AL356481.2
ENSG00000280758	AL356481.3
ENSG00000281808	AL355987.6
ENSG00000283526	PRRT1B
ENSG00000283769	CR392000.2
ENSG00000284185	MIR219A2
ENSG00000284977	AL160272.1
ENSG00000285082	AL160272.2
ENSG00000285245	AL162417.1
ENSG00000285287	AL354855.1
ENSG00000285447	ZNF883
ENSG00000285820	AL157829.1
ENSG00000012779	ALOX5
ENSG00000015171	ZMYND11
ENSG00000026025	VIM
ENSG00000047056	WDR37
ENSG00000048740	CELF2
ENSG00000054179	ENTPD2
ENSG00000057608	GDI2
ENSG00000065328	MCM10
ENSG00000065665	SEC61A2
ENSG00000065675	PRKCQ
ENSG00000065809	FAM107B
ENSG00000067057	PFKP
ENSG00000067064	IDI1
ENSG00000067082	KLF6
ENSG00000075407	ZNF37A
ENSG00000077327	SPAG6
ENSG00000077420	APBB1IP
ENSG00000077943	ITGA8
ENSG00000078114	NEBL
ENSG00000078403	MLLT10
ENSG00000086475	SEPHS1
ENSG00000095739	BAMBI
ENSG00000095777	MYO3A
ENSG00000095787	WAC
ENSG00000095794	CREM
ENSG00000099246	RAB18
ENSG00000099250	NRP1
ENSG00000099251	HSD17B7P2
ENSG00000099256	PRTFDC1
ENSG00000107281	NPDC1
ENSG00000107331	ABCA2
ENSG00000107485	GATA3
ENSG00000107537	PHYH
ENSG00000107551	RASSF4
ENSG00000107562	CXCL12
ENSG00000107611	CUBN
ENSG00000107614	TRDMT1
ENSG00000107863	ARHGAP21
ENSG00000107890	ANKRD26
ENSG00000107897	ACBD5
ENSG00000107929	LARP4B
ENSG00000107937	GTPBP4
ENSG00000107951	MTPAP
ENSG00000107959	PITRM1
ENSG00000107968	MAP3K8
ENSG00000108021	TASOR2
ENSG00000108094	CUL2
ENSG00000108100	CCNY
ENSG00000120539	MASTL
ENSG00000120549	KIAA1217
ENSG00000120555	SEPTIN7P9
ENSG00000120563	LYZL1
ENSG00000120594	PLXDC2
ENSG00000120616	EPC1
ENSG00000123240	OPTN
ENSG00000123243	ITIH5
ENSG00000130653	PNPLA7
ENSG00000134452	FBH1
ENSG00000134453	RBM17
ENSG00000134461	ANKRD16
ENSG00000134463	ECHDC3
ENSG00000134470	IL15RA
ENSG00000136738	STAM
ENSG00000136750	GAD2
ENSG00000136754	ABI1
ENSG00000136758	YME1L1
ENSG00000136770	DNAJC1
ENSG00000148362	PAXX
ENSG00000148399	DPH7
ENSG00000148408	CACNA1B
ENSG00000148426	PROSER2
ENSG00000148429	USP6NL
ENSG00000148450	MSRB2
ENSG00000148459	PDSS1
ENSG00000148468	FAM171A1
ENSG00000148481	MINDY3
ENSG00000148482	SLC39A12
ENSG00000148483	TMEM236
ENSG00000148484	RSU1
ENSG00000148488	ST8SIA6
ENSG00000148498	PARD3
ENSG00000148513	ANKRD30A
ENSG00000148516	ZEB1
ENSG00000150051	MKX
ENSG00000150054	MPP7
ENSG00000150093	ITGB1
ENSG00000150175	FRMPD2B
ENSG00000150201	FXYD4
ENSG00000150867	PIP4K2A
ENSG00000151023	ENKUR
ENSG00000151025	GPR158
ENSG00000151033	LYZL2
ENSG00000151240	DIP2C
ENSG00000151461	UPF2
ENSG00000151465	CDC123
ENSG00000151468	CCDC3
ENSG00000151474	FRMD4A
ENSG00000151632	AKR1C2
ENSG00000151655	ITIH2
ENSG00000151657	KIN
ENSG00000152455	SUV39H2
ENSG00000152457	DCLRE1C
ENSG00000152463	OLAH
ENSG00000152464	RPP38
ENSG00000152465	NMT2
ENSG00000159247	TUBBP5
ENSG00000165309	ARMC3
ENSG00000165312	OTUD1
ENSG00000165322	ARHGAP12
ENSG00000165406	MARCHF8
ENSG00000165507	DEPP1
ENSG00000165511	ZNF22-AS1
ENSG00000165512	ZNF22
ENSG00000165568	AKR1E2
ENSG00000165609	NUDT5
ENSG00000165623	UCMA
ENSG00000165626	BEND7
ENSG00000165629	ATP5F1C
ENSG00000165630	PRPF18
ENSG00000165632	TAF3
ENSG00000165724	ZMYND19
ENSG00000165731	RET
ENSG00000165733	BMS1
ENSG00000165757	JCAD
ENSG00000165802	NSMF
ENSG00000165874	SHLD2P1
ENSG00000165983	PTER
ENSG00000165985	C1QL3
ENSG00000165995	CACNB2
ENSG00000165996	HACD1
ENSG00000165997	ARL5B
ENSG00000168267	PTF1A
ENSG00000168283	BMI1
ENSG00000169126	ARMC4
ENSG00000169583	CLIC3
ENSG00000169740	ZNF32
ENSG00000169813	HNRNPF
ENSG00000169826	CSGALNACT2
ENSG00000170525	PFKFB3
ENSG00000170759	KIF5B
ENSG00000172661	WASHC2C
ENSG00000172671	ZFAND4
ENSG00000173848	NET1
ENSG00000175395	ZNF25
ENSG00000176058	TPRN
ENSG00000176101	SSNA1
ENSG00000176236	RPP38-DT
ENSG00000176244	ACBD7
ENSG00000176248	ANAPC2
ENSG00000176884	GRIN1
ENSG00000176978	DPP7
ENSG00000177239	MAN1B1
ENSG00000177283	FZD8
ENSG00000178372	CALML5
ENSG00000178473	UCN3
ENSG00000179133	C10orf67
ENSG00000180539	C9orf139
ENSG00000180592	SKIDA1
ENSG00000181090	EHMT1
ENSG00000181192	DHTKD1
ENSG00000182154	MRPL41
ENSG00000182632	CCNYL2
ENSG00000183049	CAMK1D
ENSG00000183621	ZNF438
ENSG00000184709	LRRC26
ENSG00000185267	CDNF
ENSG00000185736	ADARB2
ENSG00000185875	THNSL1
ENSG00000185904	LINC00839
ENSG00000186193	SAPCD2
ENSG00000187134	AKR1C1
ENSG00000187522	HSPA14
ENSG00000187609	EXD3
ENSG00000187713	TMEM203
ENSG00000188163	FAM166A
ENSG00000188229	TUBB4B
ENSG00000188234	AGAP4
ENSG00000188566	NDOR1
ENSG00000188747	NOXA1
ENSG00000188833	ENTPD8
ENSG00000188986	NELFB
ENSG00000189180	ZNF33A
ENSG00000196139	AKR1C3
ENSG00000196372	ASB13
ENSG00000196693	ZNF33B
ENSG00000196793	ZNF239
ENSG00000197070	ARRDC1
ENSG00000197191	CYSRT1
ENSG00000197308	GATA3-AS1
ENSG00000197321	SVIL
ENSG00000197355	UAP1L1
ENSG00000197889	MEIG1
ENSG00000198105	ZNF248
ENSG00000198113	TOR4A
ENSG00000198298	ZNF485
ENSG00000198435	NRARP
ENSG00000198569	SLC34A3
ENSG00000198610	AKR1C4
ENSG00000198879	SFMBT2
ENSG00000198915	RASGEF1A
ENSG00000199200	AL390766.1
ENSG00000199733	RNA5SP307
ENSG00000199855	RNU6-490P
ENSG00000200849	AL354916.1
ENSG00000201260	RNU6-1075P
ENSG00000201766	RNA5SP302
ENSG00000202508	AL590677.1
ENSG00000203414	BTBD7P1
ENSG00000203987	AL772363.1
ENSG00000203993	ARRDC1-AS1
ENSG00000204174	NPY4R
ENSG00000204175	GPRIN2
ENSG00000204176	SYT15
ENSG00000204177	BMS1P1
ENSG00000204179	PTPN20
ENSG00000204682	MIR1915HG
ENSG00000204683	C10orf113
ENSG00000204740	MALRD1
ENSG00000204832	ST8SIA6-AS1
ENSG00000205696	ADARB2-AS1
ENSG00000205740	AL359878.1
ENSG00000206448	PPIAP30
ENSG00000206605	RNU6-946P
ENSG00000206660	AL161932.1
ENSG00000207264	RNU6-15P
ENSG00000207347	RNU6-306P
ENSG00000207453	RNU6-535P
ENSG00000207930	MIR603
ENSG00000212499	RNA5SP300
ENSG00000212505	RNA5SP299
ENSG00000212743	LINC02656
ENSG00000212864	RNF208
ENSG00000213724	PRDX2P2
ENSG00000213770	FAM210CP
ENSG00000213778	HNRNPA1P32
ENSG00000213994	AL157395.1
ENSG00000214089	RPL9P21
ENSG00000214402	LCNL1
ENSG00000214434	NIFKP1
ENSG00000215146	BX322639.1
ENSG00000215184	RPS12P16
ENSG00000215244	LINC02649
ENSG00000216035	MIR938
ENSG00000216937	CCDC7
ENSG00000217094	PPIAP31
ENSG00000222071	MIR1915
ENSG00000222412	AL353769.1
ENSG00000222705	RN7SKP39
ENSG00000223019	RNA5SP306
ENSG00000223047	RNU6-847P
ENSG00000223131	RNA5SP304
ENSG00000223156	RNU2-18P
ENSG00000223784	LINP1
ENSG00000223834	AL161935.1
ENSG00000223910	ZNF32-AS3
ENSG00000223928	NUP35P1
ENSG00000223984	HNRNPRP1
ENSG00000224215	AL606469.1
ENSG00000224251	AL391427.1
ENSG00000224265	LINC02633
ENSG00000224597	SVIL-AS1
ENSG00000224761	CCNYL4
ENSG00000224812	TMEM72-AS1
ENSG00000224920	TACC1P1
ENSG00000225053	PRPF38AP1
ENSG00000225213	AC073367.1
ENSG00000225251	RPL5P25
ENSG00000225276	MTND1P18
ENSG00000225355	ARL6IP1P2
ENSG00000225383	SFTA1P
ENSG00000225778	PROSER2-AS1
ENSG00000225976	CKS1BP2
ENSG00000226005	LINC02660
ENSG00000226086	EIF3LP3
ENSG00000226245	ZNF32-AS1
ENSG00000226304	AL358612.1
ENSG00000226447	ZNF25-DT
ENSG00000226578	AL132657.1
ENSG00000226647	AL365356.1
ENSG00000226762	LINC02668
ENSG00000226808	LINC00840
ENSG00000226842	AL158834.1
ENSG00000226937	CEP164P1
ENSG00000226990	AC025946.1
ENSG00000227101	AC025822.1
ENSG00000227175	AL590677.2
ENSG00000227253	AL158834.2
ENSG00000227462	PSME2P6
ENSG00000227474	RPL6P24
ENSG00000227932	SELENOOLP
ENSG00000228181	AL590365.1
ENSG00000228219	NPM1P30
ENSG00000228302	AL512770.1
ENSG00000228312	GAPDHP45
ENSG00000228462	RPS19P7
ENSG00000228636	LINC02663
ENSG00000228800	AL590068.1
ENSG00000228816	AK3P5
ENSG00000228828	TLK2P2
